task_id,trial_id,model,prompt_hash,taxonomy_version,success,stage,error_type,signature,returncode,gen_elapsed_sec,elapsed_sec,patch_lines_added,patch_lines_removed,files_changed,timestamp,seed
django__django-15388,0,Qwen/Qwen2.5-Coder-7B-Instruct,14de46e5c701bf38afd9aa114a423edda38b445f0cc9f0ace0b55b536d356a28,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.67525315284729,0.605247974395752,6,1,1,2026-02-12T16:03:38.536765,42
django__django-15400,0,Qwen/Qwen2.5-Coder-7B-Instruct,197cd1b8eb7c80af5622067ba5aef53d2b0e3b23e2805e3d137e643e1de29a37,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.6337058544158936,0.5628616809844971,5,0,1,2026-02-12T16:03:40.817867,42
django__django-15498,0,Qwen/Qwen2.5-Coder-7B-Instruct,59f3c94936ec4f4586eac66710bf859e3a37ddc4a48f32182ed36f44a84be11f,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.486687183380127,0.5455045700073242,2,0,1,2026-02-12T16:03:43.014819,42
django__django-15695,0,Qwen/Qwen2.5-Coder-7B-Instruct,a8ee8cfd309e281e509125c0e16b2a7c002e84ef7209a749f3556384a8d5f4b1,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,5.747040271759033,0.5252313613891602,6,0,2,2026-02-12T16:03:45.047530,42
django__django-15738,0,Qwen/Qwen2.5-Coder-7B-Instruct,83d8d1f27a5cfe09c485169d9ccde7a109956e586ab0bbc05fe5e3f93e1cad3e,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,6.306514263153076,1.5458972454071045,18,3,3,2026-02-12T16:03:51.320222,42
django__django-15781,0,Qwen/Qwen2.5-Coder-7B-Instruct,49ab006428f1dd0392974e573638ace6085731684b0c3737cbdb10b159f7db13,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.5379257202148438,0.564497709274292,2,0,1,2026-02-12T16:03:59.173272,42
django__django-15789,0,Qwen/Qwen2.5-Coder-7B-Instruct,b498ab9bd272d80746744d521bbcf8e9be384a4cd130a23af92a8c98aa2b54b4,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.887899398803711,0.5099108219146729,11,2,2,2026-02-12T16:04:02.276099,42
django__django-15790,0,Qwen/Qwen2.5-Coder-7B-Instruct,2bc2745757c783601712ddc67363a999e064fffd1ec54407b3283e44700da63f,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.9210402965545654,0.4989745616912842,2,1,1,2026-02-12T16:04:07.674503,42
django__django-15814,0,Qwen/Qwen2.5-Coder-7B-Instruct,4119a2b2044d6a1091bd48b79a4023f624ba77449c2902ce855811ae4ff3982d,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.750795841217041,0.49181485176086426,1,1,1,2026-02-12T16:04:10.095094,42
django__django-15819,0,Qwen/Qwen2.5-Coder-7B-Instruct,6ddb38aac76f8cb7080192911b6e81638c92fb921762e33123f6603be57b87af,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,20.447040557861328,0.4922327995300293,35,1,1,2026-02-12T16:04:12.338117,42
django__django-15851,0,Qwen/Qwen2.5-Coder-7B-Instruct,03b61f96110cc94751e3050ff81524749b941fc79ce3a2c79ca0139f487a4128,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.5203204154968262,0.49356555938720703,1,1,1,2026-02-12T16:04:33.278002,42
django__django-15902,0,Qwen/Qwen2.5-Coder-7B-Instruct,355955b4ad6e2b76c9ca6763a1393511afe8d6315b9f93a35cfd35a163102212,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.7652080059051514,0.5009450912475586,1,1,1,2026-02-12T16:04:35.292292,42
django__django-15996,0,Qwen/Qwen2.5-Coder-7B-Instruct,09a3d132ee088e5634640d4b377243ab36525fb93cc3a074179b1527d356f86b,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.235588550567627,0.5388050079345703,10,1,1,2026-02-12T16:04:37.558921,42
django__django-16041,0,Qwen/Qwen2.5-Coder-7B-Instruct,7a3f3272ed9cca954b23a6df937090b93b36d989572d87f4755797345a266a80,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.0779309272766113,0.5180990695953369,2,2,1,2026-02-12T16:04:41.333944,42
django__django-16046,0,Qwen/Qwen2.5-Coder-7B-Instruct,64e3bd382364628b9af00cbd50118c03f2109108ecb591be06fb65f86d73ff79,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.2974848747253418,0.5887489318847656,2,0,1,2026-02-12T16:04:43.930649,42
django__django-16139,0,Qwen/Qwen2.5-Coder-7B-Instruct,80100a6d8443a3ddd8a9bc54668eb1476ff64a6f8b6c909c031d35a4a3e33824,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.543546676635742,0.5086731910705566,3,3,1,2026-02-12T16:04:45.817335,42
django__django-16229,0,Qwen/Qwen2.5-Coder-7B-Instruct,1a0c71d2ef6ab5a7bfe9eacf74023548f9e8ff75872874f3315787617c526e2b,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.3867826461791992,0.5115668773651123,3,0,1,2026-02-12T16:04:48.870154,42
django__django-16255,0,Qwen/Qwen2.5-Coder-7B-Instruct,395ad724778ac6cce6bbf8f472eea097085df59cbb321fe3577d07bf632c6248,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.3973419666290283,0.5250587463378906,1,1,1,2026-02-12T16:04:50.769091,42
django__django-16379,0,Qwen/Qwen2.5-Coder-7B-Instruct,fd72e92edc7b367ffb74c1f738f253be3c5c76848e2fe975b898ef403a2398f7,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.589184045791626,0.5345220565795898,3,2,1,2026-02-12T16:04:52.691956,42
django__django-16400,0,Qwen/Qwen2.5-Coder-7B-Instruct,74169354bb9c1ca5d9e27defe9696624e500186d3553bb0b4750b9c55d919548,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.009707450866699219,0.009707450866699219,0,0,0,2026-02-12T16:04:54.816171,42
django__django-16408,0,Qwen/Qwen2.5-Coder-7B-Instruct,b69a68d3b13dbc652ecc05912783ae70ce9f270046d0cb2d0e9293a5f1fcf1c8,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.5693986415863037,0.5251238346099854,4,1,1,2026-02-12T16:04:54.826085,42
django__django-16527,0,Qwen/Qwen2.5-Coder-7B-Instruct,f5e1e7fd68740463b1477e7c589e565273fea6ea0d1e953ae1f773208f418487,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.338078260421753,0.5461142063140869,1,1,1,2026-02-12T16:04:57.921198,42
django__django-16595,0,Qwen/Qwen2.5-Coder-7B-Instruct,1bb07322687dbe38b82f1d46ed143e6b23747fb6a55152d0061ffcc1dd80d6d3,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.829357385635376,0.5439519882202148,4,0,1,2026-02-12T16:04:59.806034,42
django__django-16816,0,Qwen/Qwen2.5-Coder-7B-Instruct,9bae38f321b0d060852ab6c8dde8ebca1312b80b98a648dff85d6754f521f081,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.010333538055419922,0.010333538055419922,0,0,0,2026-02-12T16:05:02.179957,42
django__django-16820,0,Qwen/Qwen2.5-Coder-7B-Instruct,8be2123607c3b8a6f73893a28db9f4220bc1ca0ab34a93815681284f4f4f9bc4,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.5546133518218994,0.5529022216796875,3,3,2,2026-02-12T16:05:02.190668,42
django__django-16873,0,Qwen/Qwen2.5-Coder-7B-Instruct,8eb2069b435a81a1c3249ab03d086748fa64986efe4a6e59818a6c62d21ce775,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.468964099884033,0.5387139320373535,2,2,2,2026-02-12T16:05:06.298772,42
django__django-16910,0,Qwen/Qwen2.5-Coder-7B-Instruct,92d761ea92da2348759ed97d55dff0d9d69287da1196216cd1ffd4a15f9a9d38,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.3095133304595947,0.498504638671875,1,0,1,2026-02-12T16:05:09.307086,42
django__django-17051,0,Qwen/Qwen2.5-Coder-7B-Instruct,b8cac5625669b5dd871cf8a8f30892f9efbb628ce1c90c44e35c0cec78c3bc53,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.794881820678711,0.5023975372314453,2,2,1,2026-02-12T16:05:11.115728,42
django__django-17087,0,Qwen/Qwen2.5-Coder-7B-Instruct,f4e88fe63fe1ffd9c0b9966b9ce8f04edfb36620a2435af623af4dfb6ac3eac6,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.5306172370910645,0.499222993850708,2,2,2,2026-02-12T16:05:14.413470,42
matplotlib__matplotlib-18869,0,Qwen/Qwen2.5-Coder-7B-Instruct,b25e9cc434448ee09e782f9f912ff25e04a2f9953930b069e8a25543953a1f0d,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.538090467453003,0.555856466293335,2,0,1,2026-02-12T16:05:18.443759,42
matplotlib__matplotlib-22711,0,Qwen/Qwen2.5-Coder-7B-Instruct,7150026b935bd374ea6f6319d14e7cb2b96b8878cae6c06bf4a0c3c96a60b4c9,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.010361433029174805,0.010361433029174805,0,0,0,2026-02-12T16:05:20.538108,42
matplotlib__matplotlib-22835,0,Qwen/Qwen2.5-Coder-7B-Instruct,2736466fb72ff4946066873b3d9b29b3383a91f38636160746ff55be0e2a39c5,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.008493423461914062,0.008493423461914062,0,0,0,2026-02-12T16:05:20.548676,42
matplotlib__matplotlib-23299,0,Qwen/Qwen2.5-Coder-7B-Instruct,f2d2379b6215e625b83ff86863c95a8a9aede77cf59fcb5df8d24c5c5b41ff4b,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.6576244831085205,0.5381934642791748,2,2,2,2026-02-12T16:05:20.557355,42
matplotlib__matplotlib-23314,0,Qwen/Qwen2.5-Coder-7B-Instruct,c7a75e50f3ebc0384094d2e9b346e86e538766585aedcf7bcc3bc2b71bf9f26d,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.406256914138794,0.5576577186584473,1,0,1,2026-02-12T16:05:23.753680,42
matplotlib__matplotlib-23476,0,Qwen/Qwen2.5-Coder-7B-Instruct,19094f2f44c37b287d2b324e14217495b8f4f655c2814f8df81365f3499b81a0,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.550241470336914,0.4793703556060791,1,1,1,2026-02-12T16:05:25.718179,42
matplotlib__matplotlib-23562,0,Qwen/Qwen2.5-Coder-7B-Instruct,86b4b2124277110c1b17d3941b17a53bbf63fcc702b508000912ce67ee84a3a1,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.010623931884765625,0.010623931884765625,0,0,0,2026-02-12T16:05:27.748277,42
matplotlib__matplotlib-23563,0,Qwen/Qwen2.5-Coder-7B-Instruct,ce46fd4d19db84d3c7cc9a8bf964dc2255ac5a6f28df6ee8e43b72c673ef5417,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.031080961227416992,0.031080961227416992,0,0,0,2026-02-12T16:05:27.759262,42
matplotlib__matplotlib-23913,0,Qwen/Qwen2.5-Coder-7B-Instruct,50c94b8c6f199bfff62eb3940ca6e03559ad8c8e9d80ef01976a9d9e79a814eb,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.921325445175171,0.5042750835418701,4,0,2,2026-02-12T16:05:27.790654,42
matplotlib__matplotlib-23964,0,Qwen/Qwen2.5-Coder-7B-Instruct,d4de9b0228812b57ddf87d98253843adbf6c35717406983e0f5c10092b75743c,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.1822090148925781,0.5101466178894043,2,0,1,2026-02-12T16:05:33.216773,42
matplotlib__matplotlib-23987,0,Qwen/Qwen2.5-Coder-7B-Instruct,6a24d04b180d790ddbea9bbdfbb1070b70833dee63330e7ade94e15d42ee0146,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.7098915576934814,0.4859745502471924,1,1,1,2026-02-12T16:05:34.909772,42
matplotlib__matplotlib-24149,0,Qwen/Qwen2.5-Coder-7B-Instruct,5912f960e0f526a2cd56d126f68737d05eef8d58fb7e6c6acac643af0efa6ba7,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.6550917625427246,0.6430094242095947,8,0,1,2026-02-12T16:05:37.106267,42
matplotlib__matplotlib-24265,0,Qwen/Qwen2.5-Coder-7B-Instruct,01614033fc72b9237b939b943845f184a64c4948b25b61501a5f64f085856695,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,1,1.022545337677002,0.48343777656555176,3,0,1,2026-02-12T16:05:40.404977,42
matplotlib__matplotlib-24334,0,Qwen/Qwen2.5-Coder-7B-Instruct,d3766a18fee7ec4c05fb20ef57efd218f8683d10cb6ab1ead78db1588142e7a2,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.8582911491394043,0.4991459846496582,7,0,1,2026-02-12T16:05:41.911373,42
matplotlib__matplotlib-24970,0,Qwen/Qwen2.5-Coder-7B-Instruct,8028efbb203940bf6243014ea8ff56aa09316e55c111518b0e45e7d6a2e3d0d8,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.602353572845459,0.5042505264282227,1,1,1,2026-02-12T16:05:45.269435,42
matplotlib__matplotlib-25079,0,Qwen/Qwen2.5-Coder-7B-Instruct,aead769b249818a3e4469d05330c30177749f40f09392d58c375b61984948756,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.7383441925048828,0.5430490970611572,1,1,1,2026-02-12T16:05:47.376652,42
matplotlib__matplotlib-25311,0,Qwen/Qwen2.5-Coder-7B-Instruct,cc0af229cb16824783c08499c8fac5da4e4a6fe4cce776c2266250a9fd98955c,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.4428043365478516,0.6151862144470215,1,1,1,2026-02-12T16:05:49.658685,42
matplotlib__matplotlib-25332,0,Qwen/Qwen2.5-Coder-7B-Instruct,76a52dcab280b8ddbcc363af46eefd05c075ef2631b0f336d91312e53729ff05,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.4473967552185059,0.5123348236083984,1,1,1,2026-02-12T16:05:51.717074,42
matplotlib__matplotlib-25433,0,Qwen/Qwen2.5-Coder-7B-Instruct,41a607e183d60c6005407ef10e3ecc9019f6c61da5dd37356e45673ce5984cb8,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,1,3.0478806495666504,0.48240017890930176,4,0,1,2026-02-12T16:05:53.677361,42
matplotlib__matplotlib-25442,0,Qwen/Qwen2.5-Coder-7B-Instruct,f1a1c93b80f6cf25a81cca4137ec74e7ff1b83167e9ee419d39fe7c506ed4a1a,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.092643976211548,0.49234437942504883,2,2,2,2026-02-12T16:05:57.208284,42
matplotlib__matplotlib-25498,0,Qwen/Qwen2.5-Coder-7B-Instruct,e8cdb01636f2de2e6618d4da503b8b86a95b612637a45873bb260d121b7c73a4,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.011221170425415039,0.011221170425415039,0,0,0,2026-02-12T16:06:00.793692,42
matplotlib__matplotlib-26011,0,Qwen/Qwen2.5-Coder-7B-Instruct,7eadad9d9cdac6949c83a0bd6109bfb155879f657d4a61cd71bc2857c6c5934f,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.009377717971801758,0.009377717971801758,0,0,0,2026-02-12T16:06:00.805096,42
matplotlib__matplotlib-26020,0,Qwen/Qwen2.5-Coder-7B-Instruct,0d5ffbf680a17812254f629c9bfb246d6a6102e0af264f0e93e718841ccd63ab,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.011768579483032227,0.011768579483032227,0,0,0,2026-02-12T16:06:00.814739,42
mwaskom__seaborn-2848,0,Qwen/Qwen2.5-Coder-7B-Instruct,6f21347cd33098e4a6981a982ced489d2e657abc712f3aec9d96f117dc51fab4,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,6.2731592655181885,0.4620227813720703,8,1,1,2026-02-12T16:06:00.826800,42
mwaskom__seaborn-3010,0,Qwen/Qwen2.5-Coder-7B-Instruct,49b4ad73322948024603137a8418eb1368a88cbc0452e1b73159a8cb4a3e3579,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.083878517150879,0.457683801651001,5,0,1,2026-02-12T16:06:07.562368,42
mwaskom__seaborn-3190,0,Qwen/Qwen2.5-Coder-7B-Instruct,af305193d5c603ad824fe6863386b30f391d34b4ed4fcee51619bbe1000aaab0,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.604325532913208,0.44960999488830566,1,1,1,2026-02-12T16:06:10.104310,42
mwaskom__seaborn-3407,0,Qwen/Qwen2.5-Coder-7B-Instruct,00057df0d7c14a21d07d9b3ae152ec067a13c53bc3ce3f69953fc7520ce9dfb5,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.635742425918579,0.45705151557922363,1,1,1,2026-02-12T16:06:12.158823,42
pallets__flask-4045,0,Qwen/Qwen2.5-Coder-7B-Instruct,e3157fc49ea3b2b854309de0b637d8d179aabdb426b10c4cbe8bee4f2e068962,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.2566845417022705,0.45238566398620605,6,0,2,2026-02-12T16:06:14.252024,42
pallets__flask-4992,0,Qwen/Qwen2.5-Coder-7B-Instruct,71f8acbc13beaff5d55cae3863a9e214678de3925c45241721ce8dcbbdae8eb0,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.649588346481323,0.4510343074798584,4,2,2,2026-02-12T16:06:16.961635,42
pallets__flask-5063,0,Qwen/Qwen2.5-Coder-7B-Instruct,277c4d384d0704662816225bfc7675139cea5276be20f2493cda58314ac1bc6c,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.3072898387908936,0.4487340450286865,16,0,2,2026-02-12T16:06:22.062864,42
psf__requests-1963,0,Qwen/Qwen2.5-Coder-7B-Instruct,1215dd4151868406e651e26ab93fb6a5f7f05c91b4b9ba6c74244c8d08d78f8c,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.8874588012695312,0.4690706729888916,1,1,1,2026-02-12T16:06:25.819474,42
psf__requests-2148,0,Qwen/Qwen2.5-Coder-7B-Instruct,8898fe07d7f3537b9051f08f96cf72ad3ddf3c6b02399e84ff2ec86024f31f09,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.650766134262085,0.43359875679016113,4,0,1,2026-02-12T16:06:28.176482,42
psf__requests-2317,0,Qwen/Qwen2.5-Coder-7B-Instruct,625a539e1a79ddafa33d8ad4610fc5c7028bf20473fd6c7730110196aa854840,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.4384074211120605,0.4529881477355957,1,1,1,2026-02-12T16:06:30.261396,42
psf__requests-2674,0,Qwen/Qwen2.5-Coder-7B-Instruct,a979874846f28f2a668bea97b664d299d050a554714f7173c601e372d32fd319,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.710686683654785,0.5401654243469238,8,0,3,2026-02-12T16:06:32.153390,42
psf__requests-3362,0,Qwen/Qwen2.5-Coder-7B-Instruct,76937754dcc6ca4e521542292e886eebe2f493e53d440dbcffb0b4c1f51325c7,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.417983055114746,0.6528422832489014,3,3,1,2026-02-12T16:06:37.404724,42
psf__requests-863,0,Qwen/Qwen2.5-Coder-7B-Instruct,4f6d7ad8add88bfa6ff3bd9c4d27297febd072a357f770c069d4c213ea7fdac6,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.6701459884643555,0.45437145233154297,1,1,1,2026-02-12T16:06:40.475994,42
pydata__xarray-3364,0,Qwen/Qwen2.5-Coder-7B-Instruct,c3faaa494457a49a95f04d09f0e4c0fe9b9ce0353e6ac55bb37dbd0cfe4c8317,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.698639392852783,0.4746253490447998,4,0,1,2026-02-12T16:06:42.600899,42
pydata__xarray-4094,0,Qwen/Qwen2.5-Coder-7B-Instruct,3b273df1385924653a09d2b3f290ee073022ccc5aefd941db5f044a33b2465f9,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.9380278587341309,0.46635913848876953,2,1,1,2026-02-12T16:06:46.774723,42
pydata__xarray-4248,0,Qwen/Qwen2.5-Coder-7B-Instruct,9b7db3a18923a304d760886907db4e7a6adb64fa7afec4b0d6b0056371a85c4d,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,5.663010597229004,0.5579900741577148,19,0,2,2026-02-12T16:06:49.179773,42
pydata__xarray-4493,0,Qwen/Qwen2.5-Coder-7B-Instruct,768bd8412162a57945769478ca59cba070f36211516e5515e0f76d4a83111253,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.9025044441223145,0.4575326442718506,2,2,2,2026-02-12T16:06:55.401256,42
pydata__xarray-5131,0,Qwen/Qwen2.5-Coder-7B-Instruct,c8c5758b1742682aa205c60b3f12f154ce2a472551b1321ef8992c67e20a5773,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,4.0531535148620605,0.44734811782836914,3,3,2,2026-02-12T16:06:58.761886,42
pylint-dev__pylint-5859,0,Qwen/Qwen2.5-Coder-7B-Instruct,17adc4338664643c4feacd2735bd0294cf333293a880dac27ee2810f41243497,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.7351953983306885,0.4863245487213135,1,1,1,2026-02-12T16:07:03.263004,42
pylint-dev__pylint-6506,0,Qwen/Qwen2.5-Coder-7B-Instruct,645ccea1bda2e4da85b10d582724d221e0d845df51e4d00330816e4f8ee928db,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.959665060043335,0.48234057426452637,3,0,1,2026-02-12T16:07:05.485084,42
pylint-dev__pylint-7080,0,Qwen/Qwen2.5-Coder-7B-Instruct,6b08ffc38225db77aefb042867a60fc5da76265a53e82cc2a33384dcbcbe164a,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.015246391296386719,0.015246391296386719,0,0,0,2026-02-12T16:07:07.927543,42
pylint-dev__pylint-7114,0,Qwen/Qwen2.5-Coder-7B-Instruct,9500ff71f5e4b6a7a3ee7ee917617395fa19f00bb2a29202c63f38cd6fa2aba3,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.174185276031494,0.48301005363464355,6,1,1,2026-02-12T16:07:07.942996,42
pylint-dev__pylint-7228,0,Qwen/Qwen2.5-Coder-7B-Instruct,3d22487aa9ac4c7430627c6a0c694e331d0f1077b4f42f5930a7240de19326cf,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.443061113357544,0.4655325412750244,1,1,1,2026-02-12T16:07:10.600789,42
pylint-dev__pylint-7993,0,Qwen/Qwen2.5-Coder-7B-Instruct,77d5e23ec460c4540d7f443a64e83276e55d0cdf29a52ee91f50e54bea0425a6,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.5618336200714111,0.4579946994781494,1,1,1,2026-02-12T16:07:12.509975,42
pytest-dev__pytest-11143,0,Qwen/Qwen2.5-Coder-7B-Instruct,ca3306d4b6b25b13fda549cc0619631329fdae36f2dbf5683d7e6ed7d2ee2440,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.01131749153137207,0.01131749153137207,0,0,0,2026-02-12T16:07:14.530395,42
pytest-dev__pytest-11148,0,Qwen/Qwen2.5-Coder-7B-Instruct,531552d7ca9f17d1a79870431953d792cf47075b6f51f3eb6efeb5528529423b,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.1086246967315674,0.612891435623169,2,0,2,2026-02-12T16:07:14.541931,42
pytest-dev__pytest-5103,0,Qwen/Qwen2.5-Coder-7B-Instruct,25603f733fdbe16b757c9ceb07a12fcb6ec610fb9222d5849052f3f4593632cf,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.185054063796997,0.46599817276000977,13,0,2,2026-02-12T16:07:17.264049,42
pytest-dev__pytest-5221,0,Qwen/Qwen2.5-Coder-7B-Instruct,0d658cf9ea4e3bebb608f9c687325e0b23701678fe3509ab3091e1a13ea6efe6,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.8467819690704346,0.600208044052124,13,1,1,2026-02-12T16:07:20.915758,42
pytest-dev__pytest-5227,0,Qwen/Qwen2.5-Coder-7B-Instruct,90ceaff90fd2bb1f691bcb30001038558bce14ee89fb7928704a26ec3fea3059,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.3035569190979004,0.46445608139038086,2,2,1,2026-02-12T16:07:25.363141,42
pytest-dev__pytest-5413,0,Qwen/Qwen2.5-Coder-7B-Instruct,bcbc4d0b590cc1a88bd28705d76309f5234fd92ab8c3bba8fef9551bde9807f4,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.8961577415466309,0.49163031578063965,0,4,1,2026-02-12T16:07:28.131772,42
pytest-dev__pytest-5495,0,Qwen/Qwen2.5-Coder-7B-Instruct,460aa643df711ac50b8f68c47d4fc55373ab52c1c828511145c0d8f277ca099f,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.3933360576629639,0.45565104484558105,1,1,1,2026-02-12T16:07:30.519975,42
pytest-dev__pytest-5692,0,Qwen/Qwen2.5-Coder-7B-Instruct,b8d516f74b45a05ed144479699beed7b07db23625f795f9008e6f3f3d71e5079,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,2.7220327854156494,0.4641861915588379,4,0,2,2026-02-12T16:07:32.369526,42
pytest-dev__pytest-6116,0,Qwen/Qwen2.5-Coder-7B-Instruct,6f55f294e2db80d48582d37a1c359416fb8fad22e8a3443fc83f02d5a7351411,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.1964147090911865,0.47487521171569824,1,0,1,2026-02-12T16:07:35.556167,42
pytest-dev__pytest-7168,0,Qwen/Qwen2.5-Coder-7B-Instruct,eedadc34b0b6c1457204722924ca798c0a16a462d4a8d952a9197547cb27c0a5,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.012186050415039062,0.012186050415039062,0,0,0,2026-02-12T16:07:37.228042,42
pytest-dev__pytest-7220,0,Qwen/Qwen2.5-Coder-7B-Instruct,97196b8f7032e3f1f83eb3d58d3152abe7aefc7e4d2095721a814e65afaa7e18,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.1847398281097412,0.4558982849121094,2,2,1,2026-02-12T16:07:37.240453,42
pytest-dev__pytest-7373,0,Qwen/Qwen2.5-Coder-7B-Instruct,51b2c3ddf20b53abc0e24986440c1c0a5fe2579c476cb6330a42840357749495,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,3.1325438022613525,0.49362635612487793,3,9,1,2026-02-12T16:07:38.881467,42
pytest-dev__pytest-7432,0,Qwen/Qwen2.5-Coder-7B-Instruct,5ef9984f0a8fe11fc592b30a0219dfa4fb586ccfecf533fe88b58843de82b5e0,B-v2,False,PATCH,PATCH_FAIL,git_apply_failed,128,1.9847772121429443,0.48273468017578125,1,1,1,2026-02-12T16:07:42.508097,42
pytest-dev__pytest-7490,0,Qwen/Qwen2.5-Coder-7B-Instruct,b16ae4584dc8c38e049b610a387604c51bc8e57a364f5be08aa8b9f28a27bf86,B-v2,False,GEN,GEN_FAIL,llm_call_fail,,0.012709379196166992,0.012709379196166992,0,0,0,2026-02-12T16:07:44.975993,42
